Complaint#,Code,Invoice,Seq,Order#,Customer,DT Complaint,Amt Claim,Return,Prod Group,Desc,Qty Claim,Close,Dt Approved,Amt Approved,Plant,CSC,Closing Text,SalesRep,ProdType,CCAR CostCenter,ShipTo,Invoice Amt,Sort Code,TX Code,Confirm To
AM00560,P1,VB60081,A1,BV4A763,PRINTPACK INC (METALLIZING),06/15/2020,946.41,N,BP,"ragged slit edge, web break
$531 total lost time",369,*,07/09/2020,946.41,AMSC,DB,#33-50983 ragged slit edge,CFMS,NWP,, PRINTVR11,4145.75,P043,RS,PRINTVR14
AM00561,M0,VW31294,A1,WV3A421,SYSCO CENTRAL TEXAS,06/15/2020,3075.65,N,SW,UNPAID TAX - $3075.65,0,D,06/23/2020,0,AMJK,JZU,DENY,SWSP,,, SYSCONB03,40356.29,SW02,RS,SYSCONB03
AM00562,M0,VW50560,A1,WV5A436,SYSCO NEW MEXICO,06/15/2020,1407.06,N,SW,UNPAID TAX - $1407.06,0,D,06/23/2020,0,AMJK,JZU,DENY,SWSP,,, SYSCOAL06,19272.18,SW82,RS,SYSCOAL06
AM00563,M0,VW40087,A1,WV3A822,SYSCO MINNESOTA,06/15/2020,351.54,N,SW,Price dispute $351.54,0,D,06/23/2020,0,AMJK,JZU,Deny,SWSP,,, SYSCOSP05,5655.22,SW17,RS,SYSCOSP05
AM00564,M5,VW30768,A1,WV3A478,INTEPLAST GROUP CORPORATION (AMTOPP),06/15/2020,1273.12,N,SW,SAMPLE - 40 RL,1296,*,06/23/2020,1273.12,AMJK,MN,CREDIT SAMPLE,8SW,EHB,, AMTOPLO07,1273.12,A005,RS,AMTOPLO04
AM00565,P1,VB50996,A1,BV3B091,UNIMAC GRAPHICS,06/16/2020,535.99,N,BP,"roll 0041300480 is 1/8"" too short",494,*,08/13/2020,535.99,AMJK,AM,short width,CFLD,VS,, UNIMAOF01,24942.26,K200,RS,UNIMACA02
AM00565,P1,VB61194,A1,BV3B091,UNIMAC GRAPHICS,07/06/2020,201.81,N,BP,"short width roll #0041300660 3/16""",186,*,08/13/2020,0,AMJK,AM,short width,CFLD,VS,, UNIMAOF01,27252.84,K200,RS,UNIMACA02
AM00566,M1,VW60365,A1,WV6A209,ATLANTIS PACKAGING,06/16/2020,0,Y,SW,"KEY IN ERROR - WRONG GAUGE, SHOULD BE 47GA, NOT 51
DIVERT TO PAK WEST SO# WV6A404",0,*,07/13/2020,0,AMJK,JZU,PAPWAORK FOR DIVERT ONLY - REF TO WV6A472,SWDP,ELB,, ATLANCH15,22061.6,A636,RS,ATLANCH15
AM00567,M1,VW11362,A2,WV1A847,BRECKENRIDGE PAPER & PACKAGING,06/16/2020,139,N,SW,DISCOUNT FOR OVER-SHIPMENT $0.03/LB,0,*,07/13/2020,139,AMJK,CSM,CREDIT ,SWMZ,EHB,, AJMEC01,5573.2,B121,RS,BRECKHU02
AM00568,M0,VW30874,A1,WV3A554,SYSCO SEATTLE 055,06/17/2020,1701.69,N,SW,UNPAID TAX - $1701.69,0,D,06/23/2020,0,AMJK,JZU,DENY,SWSP,,, SYSCOKE07,21488.73,SW45,RS,SYSCOKE07
AM00569,M2,VB30939,A2,BV2A102,SONOCO FPD,06/17/2020,2879.96,N,BP,AMJK - Incorrect pricing on 1st and 2nd Quarters for Unilever CL30.  Excel detail and price list attached. ,0,*,06/19/2020,2879.96,AMJK,CJ,price,CFDP,,, SONOCMO05,42110.28,SC31,RS,SONOCHA17
AM00569,M2,VB51646,A1,BV2A811,SONOCO FPD,06/17/2020,114.96,N,BP,"Incorrect price entered.  Mondelez price for May was $1.12
",1916,*,06/19/2020,114.96,AMJK,CJ,price,CFDP,CL,, SONOCMO05,2260.88,SC31,RS,SONOCHA15
AM00570,T3,VW60269,A1,WV5A760,SIGMA SUPPLY (RED SHEET),06/17/2020,0,Y,SW,"XPO LOADING ERROR - SHOULD BE PSB025, BUT SHIPPED EHB080 | 
DO NOT ISSUE CREDIT, PAPERWORK FOR RE-CONSIGNMENT",0,*,06/26/2020,0,AMJK,CY,"CLAIM XPO, AND PAPERWORK FOR RE-CONSIGNMENT ",SWCG,PSB,, SIGMANA03,4906.44,S171,RS,SIGMAHS09
AM00571,S1,VB60859,A1,BV5A640,OVERWRAPS,06/17/2020,326.75,Y,BP,"wrong roll put on pallet. Correct pallet label but wrong roll. Overwraps will shortpay invoice
",0,*,06/22/2020,326.75,AMJK,GO,wrong roll sent,CFDP,BA,, OVERWDA01,326.75,O006,RS,OVERWDA01
AM00573,S7,VD60546,A1,DV5A071,WOODSTREAM CORP.,06/19/2020,35283.6,Y,CT,SHIPPING DAMAGED - A BROKEN BLADE LEFT IN THE BULK TRUCK / ORDER REFUSED,43560,*,07/02/2020,35283.6,AMJK,BO,RTN 43560 LBS. BACK TO FG,KH,GP,, WOODSKN01,35283.6,U00E,RS,VERITSL0D
AM00574,P1,VB60977,A1,BV4A151,C-P FLEXIBLE PACKAGING,06/19/2020,302.2,N,BP,wrinkles #00514701385,368,*,07/06/2020,302.5,AMJK,AM,049-20 wrinkles,CFLD,VA,, CPFLEYO02,5668.51,C047,RS,CPFLEYO01
AM00575,P1,VB60964,A1,BV4A867,C-P FLEXIBLE PACKAGING,06/19/2020,1219.03,N,BP,wrinkles/ripples in material,1483,*,09/01/2020,1219.03,AMSC,AM,050-20 WRINKLES,CFLD,VA,, CPFLEYO02,12078.47,C047,RS,CPFLEYO01
AM00576,S1,VB61253,A1,BV5A123,AVERY DENNISON,06/19/2020,2782.51,Y,BP,"Shipping error, pallet S000099096 didn't ship. If at plant please do sales return ASAP
$.912 x 3,051 = $2,782.51",3051,*,07/06/2020,2782.51,AMSC,AH,pallet not shipped,CFTO,BNY,, AVERYQU02,25244.16,A455,RS,AVERYQU01
AM00577,T1,VW60410,A1,WV6A302,HARTLEY TAPE AND SUPPLY,06/19/2020,514.58,N,SW,DAMAGED IN TRANSIT - 16 RL,610.94,*,06/26/2020,514.58,AMAZ,SV,"YRC, SCRAP IN FIELD 16 ROLLS",SWCK,EPB,, HARTLCL01,12918.24,H273,RS,HARTLCL01
AM00578,P1,VB40934,A1,BV4A408,AMERICAN PACKAGING CORP.,06/19/2020,692.66,N,BP,"AMSC-BRT30- Pallet S00098728 rejected due to inability to hold cold seal register, baggy on side. ",651,*,09/01/2020,692.66,AMSC,YM,#482 BAGGY,CFGF,BRT,, AMERICO05,31468.86,A050,RS,AMERICO05
AM00579,T1,VW60698,A1,WV6A524,IBS INDUSTRIAL,06/22/2020,1191.6,Y,SW,DAMAGED IN TRANSIT - 40 RL,1418,*,07/09/2020,1191.6,AMJK,CSM,"QUATERBACK, RTN 40-G",SWPBS,EHB,, IBSINHO01,30395.2,I179,RS,IBSINHO01
AM00580,M4,VW30351,A3,WV3A046,BOX EXPRESS MFG,06/22/2020,6625.55,N,SW,CREDIT FOR DIVERT ORDER - REF TO AM00500,7362.66,*,06/24/2020,6625.55,AMAZ,JZU,CREDIT FOR DIVERT ORDER,SWDP,HCB,, BOXEXPR03,19406.4,B289,RS,BOXEXPR01
AM00581,M5,UW30995,A2,WU3A609,GEN PAC,06/22/2020,176.4,N,SW,SAMPLE - 5 ROLLS,180,*,06/26/2020,176.4,AMJK,EV,CREDIT SAMPLE,SWPD,EPB,, GENPAJA02,32607.84,G197,RS,GENPATU02
AM00582,M4,VB60781,A1,BVAAAWJ,BRYCE CORPORATION-GENERAL MILLS,06/23/2020,551.62,N,BP,"As of 6/1- GMI no longer has special pricing. Pricing is now at the converter price.
Please see attached spreadsheet.",0,*,07/13/2020,551.62,AMSC,YM,price,CFYG,,, BRYCEME11,1926.68,B102,RS,BRYCEME23
AM00583,T3,VW10624,A1,WV1A099,"NOVATECH PACKAGING SYSTEMS, INC",06/23/2020,1408.64,N,SW,MISSING 1 PALLET,1548,*,07/28/2020,1408.64,AMAZ,JZU,"REDWOOD, 1 PLT MISSING",SWDP,HSB,, NOVATFR01,16047.52,N282,RS,NOVATFR01
AM00584,M4,VW21035,A1,WV2A682,SYSCO REGINA  258,06/23/2020,250,N,SW,SHORT-PAID FOR ADMIN FEE - $250,0,*,07/28/2020,250,AMJK,JZU,CREDIT,SWSP,,, SYSCORE03,6872,SW55,RS,SYSCORE03
AM00585,M0,VW30865,A1,WV2A799,SYSCO LOS ANGELES,06/23/2020,464.18,N,SW,UNPAID TAX - $464.18,0,D,06/29/2020,0,AMJK,JZU,DENY,SWSP,,, SYSCOWA11,5350.18,SW34,RS,SYSCOWA11
AM00586,M0,VW40383,A1,WV4A016,SYSCO LOS ANGELES,06/23/2020,2247.01,N,SW,UNPAID TAX - $2247.01,0,D,06/29/2020,0,AMAZ,JZU,DENY,SWSP,,, SYSCOWA11,25899.73,SW34,RS,SYSCOWA11
AM00587,P1,VD30503,A1,DV3A052,INTEPLAST ENGINEERED FILMS ORLANDO,06/23/2020,3720,Y,CT,QUALITY ISSUE - N26112A SLIP DOESN'T WORK,4000,*,07/27/2020,3720,AMJK,JAH,RTN 4000 LBS OFF GRADE ,JAHS,NL,, INTEPOR07,9300,K00K,RS,KROGENA21
AM00588,M9,VW40709,A1,WV4A432,CONTINENTAL PAPER & PLASTICS CORP.,07/09/2020,1239.12,Y,SW,"TEARING - 36 RL, PHOTO UPLOADED",1361.66,*,07/23/2020,1239.12,AMAZ,SV,RTN 265 RL BACK TO FG,SWSP,EHB,, ARDAGMA01,13768,C815,RS,CONTIOP03
AM00588,M9,VW60421,A1,WV6A347,CONTINENTAL PAPER & PLASTICS CORP.,06/23/2020,7882.18,Y,SW,"TEARING - 229 RL, PHOTO UPLOADED",8861.68,*,07/23/2020,7882.18,AMAZ,SV,RTN 265 RL BACK TO FG,SWCK,EHB,, ARDAGMA01,13768,C815,RS,CONTIOP03
AM00589,P1,VB31555,A1,BV2A088,FORPLAX/CFC LLC,06/24/2020,600,N,BP,roll # 0031301953 & 0031301952 were rejected due to misalignment. Customer is seeking $300 per roll compensation to rework rejecting rolls.,0,*,07/23/2020,600,AMJK,LA,$300/ROLL COMPENSATION,HQLA,TT,, FORPLDG06,40340.3,F001,RS,FORPLDG06
AM00589,P1,VB51712,A1,BV4A373,FORPLAX/CFC LLC,06/24/2020,300,N,BP,roll # 0051301384 was rejected due to misaligned. Customer is seeking $300 per roll compensation to rework rejecting roll.,0,*,07/23/2020,300,AMJK,LA,$300/ROLL COMPENSATION,HQLA,TT,, FORPLDG06,40095.56,F001,RS,FORPLDG06
AM00589,P1,VB60386,A1,BV4A374,FORPLAX/CFC LLC,06/24/2020,3300,N,BP,Total 11 rolls were rejected due to misaligned - customer is seeking $300 per roll compensation to rework rejecting rolls.,0,*,07/23/2020,3300,AMJK,LA,$300/ROLL COMPENSATION,HQLA,TT,, FORPLDG06,39866.6,F001,RS,FORPLDG06
AM00590,M3,VB61588,A1,BV5A790,"DISTINCT PACKABILITIES, LLC",06/24/2020,500.08,N,BP,Order was invoiced at $0.96 but should have been invoiced at $0.89 since it is under Carolina Food's pricing. ,7144,*,07/10/2020,500.08,AMJK,AM,price,CFJM,CL,, DISTISH04,6858.24,D390,RS,DISTISH04
AM00591,P1,VW10006,A1,WUCA549,NATIONAL PAPER & PLASTICS CO.-PAUL CELLA,06/24/2020,0,Y,SW,BREAKING - QTY TBD ,0,D,07/28/2020,0,AMJK,EV,"DENY, INSUFFICIENT INFO",SWMD,HTY,, ACORNVA01,7260.72,N044,RS,ACORNLA10
AM00593,P1,VB61120,A1,BV5A391,PRINTPACK,06/25/2020,1406.78,Y,BP,"AMSC0 BRT25 roll is 60"" and should be 60 1/8""
return pallet #s000103738",1586,*,07/13/2020,1406.78,AMSC,SN,17-2050 wrong width returned,CFMS,BRT,, WESTSWA03,10192.52,P043,RS,PRINTRH04
AM00594,P1,VB61415,A1,BV4A035,C-P FLEXIBLE PACKAGING,06/25/2020,219.47,N,BP,baggy edge on film roll #0051401429,267,*,07/06/2020,219.47,AMJK,AM,90719 baggy,CFLD,VA,, CPFLEBR01,6459.28,C047,RS,CPFLEYO01
AM00595,P1,VB61434,A1,BV4B098,TRANSCENDIA,06/25/2020,1469.51,N,BP,"Master Roll is Blocking due to being Wound Extremely Tight.
Lot Ref S000104258 (Transcendia # 2006233384)  
Other Costs:    process & Handling	 $ 245.00 
****CUSTOMER REQUESTS CORRECTIVE ACTION REPORT******",1216,*,07/14/2020,1469.51,AMSC,PV,067A3E blocking,CFJM,SP,, TRANSGR03,15672.95,T025,RS,TRANSGR03
AM00596,M3,VB50478,A2,BV2A156,NAVIS INDUSTRIES,06/25/2020,1384.61,N,BP,Order invoiced at $.80 when it should have invoiced at $.755 shipping in June. ,0,*,06/29/2020,1384.62,AMJK,AM,price,CFJM,CL,, NAVISEL01,24615.2,NA54,RS,NAVISEL01
AM00597,P1,VB51673,A1,BV3A945,PRINTPACK,06/25/2020,149.4,N,BP,amjk- baggy and wrinkles,75,*,07/06/2020,149.4,AMJK,SN,20-3958 baggy,CFMS,VA,, PRINTPV01,9326.5,P043,RS,PRINTPV02
AM00598,P1,VB50902,A1,BV3A976,PRINTPACK,06/25/2020,719.02,N,BP,amjk- Tags say 37.75 inches actual 35.75 inches,839,*,07/06/2020,719.02,AMJK,SN,20-3957 wrong width,CFMS,AA,, PRINTPV01,5733.33,P043,RS,PRINTPV02
AM00600,M5,VW50063,A1,WV5A018,NU PACKAGING,06/25/2020,140.6,N,SW,"SAMPLE - ELB 4 RL, HLP 2 CS",142.11,*,07/02/2020,140.6,AMAZ,SV,CREDIT SAMPLE,SWCK,ELB,, NUPACDR01,10024.04,N209,RS,NUPACDR01
AM00601,S1,VW11245,A1,WV1A254,PREMIERE PACKAGING INDUSTRIES,07/01/2020,0,N,SW,"SHIPPING LOADING ERROR - LOADED, BUT NOT BILLED
AA00013221
AB00019614
AB00019617
",1011,*,08/13/2020,0,AMAZ,JJK,PAPERWORK FOR BILLING ONLY - REF TO IV# VW71271,SWDP,PSB,, WORLDLA07,17300,P815,RS,PREMIBP01
AM00602,S7,VW60371,A1,WV6A255,THE COCA-COLA COMPANY,06/26/2020,266.53,N,SW,DAMAGED IN TRANSIT - 11 RL,321.75,*,07/09/2020,266.53,AMJK,JAH,"DRAKE, SCRAP IN FIELD 11 RL",SWSP,EHB,, COCACWA03,17445.6,C919,RS,COCACWA03
AM00603,R1,VB31837,A1,BV2A214,OVERWRAPS PACKAGING L.P.,06/26/2020,15802.1,N,BP,"Snyder's Lance Q1 2020 Rebate
VAB30 Total lbs: 158,021
Rebate: $0.10/lb. 
Total rebate: $15,802.10",158021,*,06/30/2020,15802.1,AMJK,GO,Q1 2020 rebate Snyder Lance,CFDP,VAB,, OVERWDA02,5325.23,O006,RS,OVERWDA02
AM00604,P1,VB41483,A1,BV3A140,FORT DEARBORN COMPANY,06/29/2020,269.53,N,BP,"Baggy edge
0041101572",255,*,08/04/2020,269.53,AMJK,KS,AM2020-06001 baggy edges upcurl,CFDP,PL,, FORTDWI01 FORTDWI02,20247.89,F255,RS,FORTDWI01
AM00604,P1,VB50243,A1,BV4A493,FORT DEARBORN COMPANY,06/29/2020,805.86,N,BP,"Baggy edge causing upcurl
0051400027",726,*,08/04/2020,805.86,AMJK,KS,AM2020-06001 baggy edges upcurl,CFDP,VS,, FORTDWI01 FORTDWI02,21651.66,F255,RS,FORTDWI01
AM00604,P1,VB60051,A1,BV4A345,FORT DEARBORN COMPANY,06/29/2020,116.88,N,BP,"Baggy edge 
0041202653",884,*,08/04/2020,116.88,AMJK,KS,AM2020-06001 baggy edges upcurl,CFDP,WT,, FORTDWI01 FORTDWI02,23850.81,F255,RS,FORTDWI01
AM00604,P1,VB60542,A1,BV4A406,FORT DEARBORN COMPANY,06/29/2020,4445.74,N,BP,"Baggy edge
0051102106
0051102098
0051102090
0051102114
0051102082
0051102066
0051120141",4206,*,08/04/2020,4445.74,AMJK,KS,AM2020-06001 baggy edges upcurl,CFDP,PL,, FORTDWI01 FORTDWI02,38877.52,F255,RS,FORTDWI01
AM00604,P1,VB61138,A1,BV4A404,FORT DEARBORN COMPANY,06/29/2020,690.22,N,BP,"Baggy edge causing upcurl
0051302337",653,*,08/04/2020,690.22,AMJK,KS,AM2020-06001 baggy edges upcurl,CFDP,VS,, FORTDWI01 FORTDWI02,21470.46,F255,RS,FORTDWI01
AM00605,DE,VW50298,A2,WV5A273,MULTI FAB PACKAGING,06/29/2020,348.6,N,SW,OFFSET CREDIT - 84 ROLLS | AM00491,281,*,07/09/2020,348.6,AMAZ,EV,"OFFSET CREDIT FOR AM00491, AND CREDIT FOR REPACKING COST $50",SWTM,PSB,, MULTIKE02,697.2,M753,RS,MULTISV01
AM00605,T1,VW50298,A3,WV5A273,MULTI FAB PACKAGING,06/29/2020,50,N,SW,REPACKING CHARGE FOR DAMAGED PALLET,0,*,07/09/2020,50,AMAZ,EV,"OFFSET CREDIT FOR AM00491, AND CREDIT FOR REPACKING COST $50",SWTM,,, MULTIKE02,697.2,M753,RS,MULTISV01
AM00606,P1,VB30739,A1,BUCA506,PRINTPACK VR2(CONSGT-AMSC)GMI,06/30/2020,6363.36,N,BP,AMSC - CWS15 2965 lbs - wrinkles in base roll showing in 50 print rolls pallet #S000091375 samples sent to plant,2965,*,07/21/2020,6363.36,AMSC,SN,22-207790 wrinkles in base ,CFMS,CWS,, PRINTVR25,18781.5,P043,RS,PRINTVR24
AM00607,P1,VB21002,A1,BUCA749,PRINTPACK VR2(CONSGT-AMSC)GMI,06/30/2020,251.94,N,BP,"AMSC - CWS15 trash in roll 104 lbs pallet S000092902
samples sent to plant",104,*,07/09/2020,251.94,AMSC,SN,#22-207749 trash in roll,CFMS,CWS,, PRINTVR25,17815.5,P043,RS,PRINTVR24
AM00608,P1,VB50269,A1,BV2A112,PRINTPACK VR2(CONSGT-AMSC)GMI,06/30/2020,540,N,BP,"AMSC CWS15 web break by splice 60 lbs + $450 downtime #S000098615
samples sent to plant (business decision- sample received shows splice still intact)",60,*,07/06/2020,540,AMSC,SN,22-207881 web break near splice,CFMS,CWS,, PRINTVR25,21060,P043,RS,PRINTVR24
AM00609,P1,VB12291,A2,BUCA683,TRANSCENDIA,06/30/2020,2628.89,N,BP,"Wrinkles and Creases on multiple rolls (Transcendia Lots 2002073331, 2002073352, 2002073330, 2002073328)
Inteplast # 0004184431. 0004197250, 0004197348, 0004197355
 Process & Handling : $ 438.00 ",2811.65,*,07/30/2020,2628.89,AMJK,PV,06F949 wrinkles/creases scrap,CFJM,BA,, TRANSGR03,15639.75,T025,RS,TRANSGR03
AM00610,M3,VB61573,A1,BV2A157,NAVIS INDUSTRIES,06/30/2020,33.18,N,BP,Aged inventory that should have shipped out with June's pricing of $.765- pricing was updated in the system for June so I'm not entirely sure why this one pallet wasn't updated. ,948,*,07/23/2020,33.18,AMJK,AM,price,CFJM,CL,, NAVISEL01,758.4,NA54,RS,NAVISEL01
AM00611,P1,VB50273,A1,BV4A570,PRINTPACK VR2(CONSGT-AMSC)GMI,06/30/2020,210,N,BP,AMSC - CWS15 blocking near core 140 lbs waste #S000100236,140,*,07/09/2020,210,AMSC,SN,22-207932 blocking near core,CFMS,CWS,, PRINTVR25,5011.5,P043,RS,PRINTVR24
AM00612,P1,VB60575,A1,BV4B129,PRINTPACK VR2(CONSGT-AMJK)GMI,06/30/2020,662.78,N,BP,"AMSC VA15 web break near splice 26 lbs + $625 lost time
(samples show splice in-tact)",26,*,07/09/2020,662.78,AMSC,SN,22-207912 web break near splice,CFMS,VA,, PRINTVR23,8889.45,P043,RS,PRINTVR22
AM00613,P1,VB42112,A1,BV3A900,PRINTPACK INC (METALLIZING),06/30/2020,502.53,N,BP,AMSC - NWP18 weave out/wrinkles near core in base caused web break/ rewind telescoped causing additional waste #S000098078,165,*,07/30/2020,502.53,AMSC,DB,33-50956 weave out scrap,CFMS,NWP,, PRINTVR11,3668.57,P043,RS,PRINTVR14
AM00614,M1,VB61237,A1,BV3B122,"MULTI PACKAGING AND PRINTING, INC",06/30/2020,814.56,N,BP,"Customer gets OD 22.5"" and the order was entered with OD 31.25"" - the customer agreed to rewind the material.  Charged $780 for machine time and 32 lbs of trim loss at $34.56 = $814.56",0,*,07/01/2020,814.56,AMJK,CD,Wrong OD rewind charge,CFRH,,, MULTINE03,16277.76,M744,RS,MULTINE03
AM00615,M5,VB51639,A1,BV2A476,AMERICAN PACKAGING CORP.,07/01/2020,1174.95,N,BP,Discount Charge for Citibank payment.,0,*,07/06/2020,1174.95,AMJK,YM,citibank discount,CFGF,,, AMERICH55 AMERIDM06 BADGEFR02,4161.66,A050,RS,AMERISC01
AM00615,M5,VB51749,A1,BV1B065,AMERICAN PACKAGING CORP.,07/01/2020,2584.12,N,BP,Discount Charge for Citibank payment.,0,*,07/06/2020,2584.12,AMJK,YM,citibank discount,CFGF,,, AMERICH55 AMERIDM06 BADGEFR02,5827.57,A050,RS,AMERICO05
AM00615,M5,VB52023,A1,BV4A460,AMERICAN PACKAGING CORP.,07/01/2020,1601.88,N,BP,Discount Charge for Citibank payment.,0,*,07/06/2020,1601.88,AMJK,YM,citibank discount,CFGF,,, AMERICH55 AMERIDM06 BADGEFR02,8416.73,A050,RS,AMERISC01
AM00615,M5,VB60028,A1,BV2A861,AMERICAN PACKAGING CORP.,07/01/2020,1372.37,N,BP,Discount Charge for Citibank payment.,0,*,07/06/2020,1372.37,AMJK,YM,citibank discount,CFGF,,, AMERICH55 AMERIDM06 BADGEFR02,3212.14,A050,RS,AMERISC01
AM00615,M5,VB60806,A1,BV4A543,AMERICAN PACKAGING CORP.,07/01/2020,464,N,BP,Discount Charge for Citibank payment.,0,*,07/06/2020,464,AMJK,YM,citibank discount,CFGF,,, AMERICH55 AMERIDM06 BADGEFR02,3019.08,A050,RS,AMERISC01
AM00615,M5,VB61071,A1,BV5A308,AMERICAN PACKAGING CORP.,07/01/2020,46.88,N,BP,Discount Charge for Citibank payment.,0,*,07/06/2020,46.88,AMJK,YM,citibank discount,CFGF,,, AMERICH55 AMERIDM06 BADGEFR02,10259.64,A050,RS,AMERICO05
AM00615,M5,VB61234,A1,BV3A066,AMERICAN PACKAGING CORP.,07/01/2020,243.84,N,BP,Discount Charge for Citibank payment.,0,*,07/06/2020,243.84,AMJK,YM,citibank discount,CFGF,,, AMERICH55 AMERIDM06 BADGEFR02,6723.42,A050,RS,AMERICO05
AM00616,M7,VW40800,A1,WV2B038,ASSOCIATED PACKAGING,07/01/2020,7068,Y,SW,CLING ON THE WRONG SIDE - 160 RL,7447,*,08/18/2020,5654.4,AMAZ,EVQ,RTN 160 BACK TO FG,SWMD,ELB,, STYRODE01,35340,A696,RS,ASSOCST06
AM00617,M4,VW21160,A3,WV2A853,SUNRISE MANUFACTURING,07/01/2020,240.75,N,SW,PARTIAL FREIGHT RTN TO SUNRISE $240.75. - AM00319,0,*,07/09/2020,240.75,AMAZ,EV,CREDIT,SWMD,,, SUNRIRC01,35683.2,S642,RS,SUNRIRC01
AM00618,M4,VB60088,A1,BV4B126,PRINTPACK VR2(CONSGT-AMJK)GMI,07/01/2020,7968.32,N,BP,gmi price change credit from 1.453 to .907,14594,*,07/13/2020,7968.32,AMSC,SN,price,CFMS,VA,, PRINTVR23,19891.62,P043,RS,PRINTVR22
AM00618,M4,VB60506,A1,BV3A376,PRINTPACK VR2(CONSGT-AMJK)GMI,07/01/2020,7053.23,N,BP,gmi price change credit from 1.453 to .907,12918,*,07/13/2020,7053.23,AMSC,SN,price,CFMS,VA,, PRINTVR23,18769.85,P043,RS,PRINTVR22
AM00618,M4,VB60540,A1,BV4A388,PRINTPACK VR2(CONSGT-AMJK)GMI,07/01/2020,1604.69,N,BP,gmi price change credit from 1.453 to .907,2939,*,07/13/2020,1604.69,AMSC,SN,price,CFMS,VA,, PRINTVR23,4270.37,P043,RS,PRINTVR22
AM00618,M4,VB60541,A1,BV4B129,PRINTPACK VR2(CONSGT-AMJK)GMI,07/01/2020,3434.89,N,BP,gmi price change credit from 1.453 to .907,6291,*,07/13/2020,3434.89,AMSC,SN,price,CFMS,VA,, PRINTVR23,9140.82,P043,RS,PRINTVR22
AM00618,M4,VB60573,A1,BV4A574,PRINTPACK VR2(CONSGT-AMJK)GMI,07/01/2020,25882.58,N,BP,gmi price change credit from 1.453 to .907,47404,*,07/13/2020,25882.58,AMSC,SN,price,CFMS,VA,, PRINTVR23,68878.01,P043,RS,PRINTVR22
AM00618,M4,VB60575,A2,BV4B129,PRINTPACK VR2(CONSGT-AMJK)GMI,07/01/2020,3340.43,N,BP,gmi price change credit from 1.453 to .907,6118,*,07/13/2020,3340.43,AMSC,SN,price,CFMS,VA,, PRINTVR23,8889.45,P043,RS,PRINTVR22
AM00618,M4,VB60811,A1,BV4B129,PRINTPACK VR2(CONSGT-AMJK)GMI,07/01/2020,3488.39,N,BP,gmi price change credit from 1.453 to .907,6389,*,07/13/2020,3488.39,AMSC,SN,price,CFMS,VA,, PRINTVR23,9283.22,P043,RS,PRINTVR22
AM00618,M4,VB60914,A1,BV4B129,PRINTPACK VR2(CONSGT-AMJK)GMI,07/01/2020,22002.16,N,BP,gmi price change credit from 1.453 to .907,40297,*,07/13/2020,22002.16,AMSC,SN,price,CFMS,VA,, PRINTVR23,58551.54,P043,RS,PRINTVR22
AM00619,M4,VB60181,A1,BV4B126,PRINTPACK VR2(CONSGT-AMJK)GMI,07/01/2020,3185.36,N,BP,gmi price change from 1.363 to .817; need to issue credit,5834,*,07/13/2020,3185.36,AMSC,SN,price,CFMS,VA,, PRINTVR20 PRINTVR23,7951.74,P043,RS,PRINTVR22
AM00619,M4,VB60505,A1,BV3A138,PRINTPACK VR2(CONSGT-AMJK)GMI,07/01/2020,1650.01,N,BP,gmi price change from 1.363 to .817; need to issue credit,3022,*,07/13/2020,1650.01,AMSC,SN,price,CFMS,VA,, PRINTVR20 PRINTVR23,4118.99,P043,RS,PRINTVR22
AM00619,M4,VB60574,A1,BV4B126,PRINTPACK VR2(CONSGT-AMJK)GMI,07/01/2020,3189.19,N,BP,gmi price change from 1.363 to .817; need to issue credit,5841,*,07/13/2020,3189.19,AMSC,SN,price,CFMS,VA,, PRINTVR20 PRINTVR23,7961.28,P043,RS,PRINTVR22
AM00619,M4,VB60903,A1,BV4B068,PRINTPACK A/P - SNACKS DIV,07/01/2020,1007.37,N,BP,gmi price change from 1.363 to .817; need to issue credit,1845,*,07/13/2020,1007.37,AMJK,SN,price,CFMS,VA,, PRINTVR20 PRINTVR23,2514.74,P043,RS,PRINTVR20
AM00619,M4,VB61017,A1,BV3A138,PRINTPACK VR2(CONSGT-AMJK)GMI,07/01/2020,1633.63,N,BP,gmi price change from 1.363 to .817; need to issue credit,2992,*,07/13/2020,1633.63,AMSC,SN,price,CFMS,VA,, PRINTVR20 PRINTVR23,4078.1,P043,RS,PRINTVR22
AM00619,M4,VB61018,A1,BV4B126,PRINTPACK VR2(CONSGT-AMJK)GMI,07/01/2020,1547.36,N,BP,gmi price change from 1.363 to .817; need to issue credit,2834,*,07/13/2020,1547.36,AMSC,SN,price,CFMS,VA,, PRINTVR20 PRINTVR23,3862.74,P043,RS,PRINTVR22
AM00619,M4,VB61183,A1,BV4B068,PRINTPACK A/P - SNACKS DIV,07/01/2020,994.81,N,BP,gmi price change from 1.363 to .817; need to issue credit,1822,*,07/13/2020,994.81,AMJK,SN,price,CFMS,VA,, PRINTVR20 PRINTVR23,2483.39,P043,RS,PRINTVR20
AM00619,M4,VB61208,A1,BV4A039,PRINTPACK VR2(CONSGT-AMJK)GMI,07/01/2020,1766.31,N,BP,gmi price change from 1.363 to .817; need to issue credit,3235,*,07/13/2020,1766.31,AMSC,SN,price,CFMS,VA,, PRINTVR20 PRINTVR23,4409.31,P043,RS,PRINTVR22
