BL_Number,Truck_Appointment_Date,Site,Product_Group,Product_Code,Unit_Freight,Carrier_ID,pallet_count,pick_weight
W48C206,2024-10-19,AMJK,SW,PSB0381701476AM-48,9.48,AAL-AM,1,732
W48C221,2024-10-22,AMJK,SW,AML-19739-LCEX,2.4,AAL-AM,10,11060
W48C221,2024-10-22,AMJK,SW,ELB0803005500AM-20EX,2.4,AAL-AM,2,2112
W48C221,2024-10-22,AMJK,SW,EPB0601976500AM-40EX,2.4,AAL-AM,9,11061
W48C241,2024-12-11,AMJK,SW,EPB1151973500AM-40,0,CPU,6,7614
W48C258,2024-09-10,AMJK,SW,ELB0902955000AM-20,9.46,SAIA-IP,4,4248
W48C262,2024-09-12,AMJK,SW,EPB0602006300AM-50,5.13,CAL-AM,1,1512
W48C262,2024-09-12,AMJK,SW,EPB1504003000GN-16,5.13,CAL-AM,12,13824
W48C262,2024-09-12,AMJK,SW,ETK0802005000AM-40,5.13,CAL-AM,10,12800
W48C262,2024-09-12,AMJK,SW,HLB0471801500W051-32,5.13,CAL-AM,7,4550
W48C262,2024-09-12,AMJK,SW,HTK0801801500AM-48,5.13,CAL-AM,3,4977
W48C267,2024-10-14,AMJK,SW,HCB0801201500AM-60,10.46,GILTNER-AM,2,2764
W48C267,2024-10-14,AMJK,SW,HCB0801501500AM-48,10.46,GILTNER-AM,1,1382
W48C267,2024-10-14,AMJK,SW,HCB0801801500AM-48,10.46,GILTNER-AM,2,3318
W48C267,2024-10-14,AMJK,SW,HLP115400450AM-64,10.46,GILTNER-AM,3,3204
W48C267,2024-10-14,AMJK,SW,HLP140400450AM-64,10.46,GILTNER-AM,1,1305
W48C267,2024-10-14,AMJK,SW,HTK0651801500AM-64,10.46,GILTNER-AM,10,17970
W48C267,2024-10-14,AMJK,SW,HTK0801801500AM-48,10.46,GILTNER-AM,1,1659
W48C267,2024-10-14,AMJK,SW,HTL0801801500AM-48,10.46,GILTNER-AM,2,3318
W48C268,2024-09-27,AMJK,SW,HTR0651801500AM-64,14.71,SAIA-IP,4,7188
W48C270,2024-09-18,AMJK,SW,ELB0511979000AM-40,24.51,CWF-IP,4,5788
W48C271,2024-10-07,AMJK,SW,PSB0251701968S171-88P,22.35,SAIA-IP,4,1176
W48C381,2024-08-27,AMJK,SW,HCB1151801000W051-24,5.14,CAL-AM,39,31005
W48C381,2024-08-27,AMJK,SW,HSB0631801500W051-64,5.14,CAL-AM,4,6968
W48C524,2024-09-09,AMJK,SW,EHB0701975000AM-40,14.81,DRAKE-AM,3,3309
W48C524,2024-09-09,AMJK,SW,EPB0803005000AM-20,14.81,DRAKE-AM,3,2880
W48C524,2024-09-09,AMJK,SW,HLP100450450AM-64,14.81,DRAKE-AM,6,6420
W48C524,2024-09-09,AMJK,SW,PSB0251701968AM-84P,14.81,DRAKE-AM,6,1686
W48C524,2024-09-09,AMJK,SW,PSB0301701476AM-112P,14.81,DRAKE-AM,4,1348
W48C533,2024-09-05,AMJK,SW,HCB0801801500W051-24,5.12,CAL-AM,46,38134
W48C534,2024-09-28,AMJK,SW,EHL0632005000W051-50,5.16,CAL-AM,13,16380
W48C534,2024-09-28,AMJK,SW,HSL0631801500W051-64,5.16,CAL-AM,12,20904
W48C670,2024-09-13,AMJK,SW,EHB0802956000S180-20,11.17,SAIA-IP,2,2266
W48C723,2024-10-01,AMJK,SW,EHL0632005000W051-50,4.95,CAL-AM,22,27720
W48C723,2024-10-01,AMJK,SW,ELB0451977000W051-50,4.95,CAL-AM,9,11169
W48C734,2024-09-04,AMJK,SW,CLV04730012000AM-16,5.11,CAL-AM,1,1083
W48C734,2024-09-04,AMJK,SW,HCB0801801500W051-24,5.11,CAL-AM,25,20725
W48C734,2024-09-04,AMJK,SW,HCB0901801500W051-24,5.11,CAL-AM,16,14928
W48C734,2024-09-04,AMJK,SW,HCB1151501000W051-24,5.11,CAL-AM,1,662
W48C734,2024-09-04,AMJK,SW,HCB1151801000W051-24,5.11,CAL-AM,1,795
W48C740,2024-10-14,AMJK,SW,CHV0803009000W120-12,8.4,CHARGER-AM,10,10370
W48C740,2024-10-14,AMJK,SW,ELB0452006800W120-50,8.4,CHARGER-AM,18,22032
W48C740,2024-10-14,AMJK,SW,HCB0801801500W120-36,8.4,CHARGER-AM,1,1244
W48C740,2024-10-14,AMJK,SW,HLP120400450W120-64,8.4,CHARGER-AM,3,3345
W48C803,2024-09-25,AMJK,SW,HCB0701801500P675-64,21.78,CWF-IP,1,1935
W48C804,2024-09-26,AMJK,SW,AM1-19747,23.31,CWF-IP,1,1111
W48D004,2024-09-06,AMJK,SW,EHB0631976000AM-50,4.71,PDI-AM,14,20846
W48D004,2024-09-06,AMJK,SW,EHB0801975000S180-40,4.71,PDI-AM,7,8827
W48D004,2024-09-06,AMJK,SW,EHB1001974500S180-40,4.71,PDI-AM,4,5672
W48D074,2024-09-09,AMJK,SW,EHB0601977500AM-40,6.86,DRAKE-AM,6,8508
W48D074,2024-09-09,AMJK,SW,EHB0631975000AM-50,6.86,DRAKE-AM,2,2482
W48D074,2024-09-09,AMJK,SW,EHL0632005000AM-50,6.86,DRAKE-AM,1,1260
W48D074,2024-09-09,AMJK,SW,ELB0631977500AM-40,6.86,DRAKE-AM,7,10423
W48D074,2024-09-09,AMJK,SW,EPB0802006000AM-40,6.86,DRAKE-AM,1,1536
W48D074,2024-09-09,AMJK,SW,HCB0801801500AM-48,6.86,DRAKE-AM,3,4977
W48D074,2024-09-09,AMJK,SW,HSB0631801500AM-64,6.86,DRAKE-AM,4,6968
W48D074,2024-09-09,AMJK,SW,PSB0301501476AM-36,6.86,DRAKE-AM,1,383
W48D104,2024-09-10,AMJK,SW,AM1-19759,13.27,DRAKE-AM,1,1116
W48D104,2024-09-10,AMJK,SW,AM1-19763,13.27,DRAKE-AM,4,4764
W48D104,2024-09-10,AMJK,SW,AM1-29539,13.27,DRAKE-AM,1,828
W48D104,2024-09-10,AMJK,SW,CLS0381501476AM-144P,13.27,DRAKE-AM,5,2425
W48D104,2024-09-10,AMJK,SW,EHB0601977500AM-40,13.27,DRAKE-AM,1,1418
W48D104,2024-09-10,AMJK,SW,EHG0632005000AM-50,13.27,DRAKE-AM,8,10080
W48D104,2024-09-10,AMJK,SW,ELB0511979000AM-40,13.27,DRAKE-AM,3,4341
W48D104,2024-09-10,AMJK,SW,EPB0701976000AM-40,13.27,DRAKE-AM,3,3972
W48D104,2024-09-10,AMJK,SW,HBT180450450P857-48,13.27,DRAKE-AM,1,1425
W48D104,2024-09-10,AMJK,SW,HCB0701501500AM-64,13.27,DRAKE-AM,1,1613
W48D104,2024-09-10,AMJK,SW,HLP115450450AM-64,13.27,DRAKE-AM,2,2408
W48D104,2024-09-10,AMJK,SW,HSB0631801500AM-64,13.27,DRAKE-AM,1,1742
W48D104,2024-09-10,AMJK,SW,PSB0381501476AM-144P,13.27,DRAKE-AM,2,970
W48D116,2024-09-11,AMJK,SW,EPB0802005000AM-40,1.81,GILTNER-AM,29,37120
W48D116,2024-09-11,AMJK,SW,EPB0902955000AM-20,1.81,GILTNER-AM,1,1062
W48D116,2024-09-11,AMJK,SW,PSB0301501476AM-168P,1.81,GILTNER-AM,1,446
W48D158,2024-09-26,AMJK,SW,EHB0551978000AM-40,5.94,CAL-AM,1,1387
W48D158,2024-09-26,AMJK,SW,ELB0631977500AM-40,5.94,CAL-AM,3,4467
W48D158,2024-09-26,AMJK,SW,ELB0701976500AM-40,5.94,CAL-AM,1,1434
W48D158,2024-09-26,AMJK,SW,EPB0801975000AM-40,5.94,CAL-AM,5,6305
W48D158,2024-09-26,AMJK,SW,EPB0801976000AM-40,5.94,CAL-AM,5,7565
W48D158,2024-09-26,AMJK,SW,EUH0802956000AM-206%,5.94,CAL-AM,4,4532
W48D158,2024-09-26,AMJK,SW,HLP100400450AM-64,5.94,CAL-AM,2,1898
W48D158,2024-09-26,AMJK,SW,HLP100450450AM-64,5.94,CAL-AM,1,1070
W48D158,2024-09-26,AMJK,SW,HLP120450450H085-64,5.94,CAL-AM,5,6285
W48D158,2024-09-26,AMJK,SW,HSB0631101500AM-80,5.94,CAL-AM,1,1331
W48D158,2024-09-26,AMJK,SW,PSB0381701476AM-48,5.94,CAL-AM,2,1464
W48D192,2024-09-13,AMJK,SW,EHB0631975000AM-50,5.8,SAIA-IP,2,2482
W48D192,2024-09-13,AMJK,SW,EPB0701975000AM-40,5.8,SAIA-IP,3,3309
W48D240,2024-09-20,AMJK,SW,ELB0401909000W051-40EX,8.45,CAL-AM,26,28444
W48D258,2024-09-23,AMJK,SW,EHB0631977500AM-40,7.73,GILTNER-AM,3,4467
W48D258,2024-09-23,AMJK,SW,ELB0511979000N297-40,7.73,GILTNER-AM,4,5788
W48D258,2024-09-23,AMJK,SW,ELB0551976000N297-50,7.73,GILTNER-AM,2,2600
W48D258,2024-09-23,AMJK,SW,EMB04219711000AM-40,7.73,GILTNER-AM,2,2912
W48D258,2024-09-23,AMJK,SW,EPB0806005000AM-16,7.73,GILTNER-AM,1,1536
W48D258,2024-09-23,AMJK,SW,EPB1101974000AM-40,7.73,GILTNER-AM,6,8322
W48D258,2024-09-23,AMJK,SW,HCB0701201500AM-60,7.73,GILTNER-AM,2,2420
W48D258,2024-09-23,AMJK,SW,HCB0701501500AM-48,7.73,GILTNER-AM,5,6050
W48D258,2024-09-23,AMJK,SW,HSB0631101500AM-80,7.73,GILTNER-AM,3,3993
W48D268,2024-09-27,AMJK,SW,HTR0651801500AM-64,22.16,CWF-IP,3,5391
W48D734,2024-09-05,AMJK,SW,CHV08018010000AM-24,5.43,AAL-AM,6,8292
W48D734,2024-09-05,AMJK,SW,EPB0751975000I212-40,5.43,AAL-AM,6,7092
W48D734,2024-09-05,AMJK,SW,EUB0802005000AM-40,5.43,AAL-AM,8,10240
W48D734,2024-09-05,AMJK,SW,HCB0801801500W051-24,5.43,AAL-AM,16,13264
W48E116,2024-09-05,AMJK,SW,ETG0802005000AM-40,3.38,GILTNER-AM,1,1280
W48E116,2024-09-05,AMJK,SW,HCB0801801500AM-48,3.38,GILTNER-AM,5,8295
W48E116,2024-09-05,AMJK,SW,PSB0301501968AM-126P,3.38,GILTNER-AM,25,11150
W48E240,2024-09-24,AMJK,SW,ELB0401909000W051-40EX,8.54,DRAKE-AM,26,28444
W48E268,2024-10-11,AMJK,SW,HTK0651801500AM-64,14.71,SAIA-IP,4,7188
W48E380,2024-09-21,AMJK,SW,EHB0631975000W051-50,5.16,CAL-AM,5,6205
W48E380,2024-09-21,AMJK,SW,ELB0451977000W051-50,5.16,CAL-AM,10,12410
W48E380,2024-09-21,AMJK,SW,EPB0805005000W051-16,5.16,CAL-AM,1,1280
W48E380,2024-09-21,AMJK,SW,HSG0631801500W051-64,5.16,CAL-AM,8,13936
W48E380,2024-09-21,AMJK,SW,HSL0631801500W051-64,5.16,CAL-AM,2,3484
W48F116,2024-09-16,AMJK,SW,EPB0701976500AM-40,3.91,SAIA-IP,2,2868
W48F116,2024-09-16,AMJK,SW,HTL0801801500AM-48,3.91,SAIA-IP,1,1659
W48F240,2024-09-26,AMJK,SW,ELB0401909000W051-40EX,17.59,CWF-IP,5,5470
W49A001,2024-10-23,AMJK,SW,HTO0651801500AM-64,3.89,AAL-AM,20,35940
W49A004,2024-09-06,AMJK,SW,HCB0701201500AM-80,18.84,SAIA-IP,1,1613
W49A005,2024-09-10,AMJK,SW,EPB0801975000AM-40,5.13,DRAKE-AM,6,7566
W49A005,2024-09-10,AMJK,SW,EPB0801976000AM-40,5.13,DRAKE-AM,4,6052
W49A005,2024-09-10,AMJK,SW,EPB1151973500AM-40,5.13,DRAKE-AM,3,3807
W49A005,2024-09-10,AMJK,SW,HCB1201801000AM-24W,5.13,DRAKE-AM,16,13264
W49A006,2024-09-09,AMJK,SW,HCB1001801000AM-64,20.07,SAIA-IP,2,3686
W49A008,2024-09-20,AMJK,SW,ELB04429510250AM-20,18.41,SAIA-IP,5,5320
W49A011,2024-09-17,AMJK,SW,AM1-197106,6.84,CAL-AM,2,2506
W49A011,2024-09-17,AMJK,SW,ELB0631977500AM-40,6.84,CAL-AM,8,11912
W49A011,2024-09-17,AMJK,SW,EPB0751975000I212-40,6.84,CAL-AM,15,17730
W49A012,2024-09-09,AMJK,SW,AM1-19763,7.31,AAL-AM,3,3573
W49A012,2024-09-09,AMJK,SW,EHB0631975000AM-50,7.31,AAL-AM,13,16133
W49A012,2024-09-09,AMJK,SW,EPB0751975000I212-40,7.31,AAL-AM,10,11820
W49A016,2024-09-11,AMJK,SW,EPB0803006000AM-20,6.01,SAIA-IP,9,10368
W49A017,2024-09-06,AMJK,SW,HTK0801801500AM-48,26.35,CWF-IP,1,1659
W49A025,2024-09-24,AMJK,SW,ELB0511979000AM-40EX,5.45,SAIA-IP,2,2894
W49A025,2024-09-24,AMJK,SW,EPB0701975000AM-40EX,5.45,SAIA-IP,1,1103
W49A026,2024-09-04,AMJK,SW,HTK0801801500AM-48,16.62,SAIA-IP,2,3318
W49A028,2024-09-10,AMJK,SW,EHB0631975000AM-50,12.87,GILTNER-AM,1,1241
W49A028,2024-09-10,AMJK,SW,EHB0702956000AM-20,12.87,GILTNER-AM,8,7928
W49A028,2024-09-10,AMJK,SW,EHB0801975000AM-40,12.87,GILTNER-AM,6,7566
W49A028,2024-09-10,AMJK,SW,ELB0511979000AM-40,12.87,GILTNER-AM,5,7235
W49A028,2024-09-10,AMJK,SW,HCB0801801500AM-48,12.87,GILTNER-AM,4,6636
W49A028,2024-09-10,AMJK,SW,HLP140400450AM-64,12.87,GILTNER-AM,2,2610
W49A028,2024-09-10,AMJK,SW,HSB0631601500AM-64,12.87,GILTNER-AM,1,1548
W49A029,2024-09-09,AMJK,SW,EPB0802005000AM-40,3.81,AAL-AM,8,10240
W49A029,2024-09-09,AMJK,SW,EPB0803006000P815-20,3.81,AAL-AM,12,13824
W49A029,2024-09-09,AMJK,SW,HCB1201801000AM-48,3.81,AAL-AM,1,1659
W49A029,2024-09-09,AMJK,SW,HTG0801801500AM-48,3.81,AAL-AM,1,1659
W49A029,2024-09-09,AMJK,SW,PSB0301501476AM-36,3.81,AAL-AM,6,2298
W49A039,2024-09-10,AMJK,SW,EUB0802005000AM-40,3.86,SAIA-IP,5,6400
W49A044,2024-09-20,AMJK,SW,EHB0805005000GN-16,7.61,GILTNER-AM,7,8960
W49A044,2024-09-20,AMJK,SW,ELB0471976000AM-50,7.61,GILTNER-AM,1,1111
W49A044,2024-09-20,AMJK,SW,EPB0802006300AM-32,7.61,GILTNER-AM,1,1290
W49A044,2024-09-20,AMJK,SW,HCB0701801500GN-64,7.61,GILTNER-AM,3,5805
W49A044,2024-09-20,AMJK,SW,HCB0801201500GN-60,7.61,GILTNER-AM,7,9674
W49A044,2024-09-20,AMJK,SW,HLP115450450GN-64,7.61,GILTNER-AM,9,10836
W49A045,2024-09-06,AMJK,SW,EHB0601977500AM-40,9.24,GILTNER-AM,10,14180
W49A045,2024-09-06,AMJK,SW,EPB0803005000AM-20,9.24,GILTNER-AM,5,4800
W49A045,2024-09-06,AMJK,SW,EPB1152003500AM-40,9.24,GILTNER-AM,10,12880
W49A045,2024-09-06,AMJK,SW,PSB0301501476AM-36,9.24,GILTNER-AM,12,4596
W49A049,2024-09-12,AMJK,SW,EHB0701976500AM-40,4.46,AAL-AM,6,8604
W49A049,2024-09-12,AMJK,SW,ELB0631977500AM-40,4.46,AAL-AM,5,7445
W49A049,2024-09-12,AMJK,SW,EPB0803005000AM-20,4.46,AAL-AM,1,960
W49A049,2024-09-12,AMJK,SW,HLP115450450AM-64,4.46,AAL-AM,3,3612
W49A049,2024-09-12,AMJK,SW,PSB0381701476P815-96P,4.46,AAL-AM,20,7320
W49A050,2024-09-11,AMJK,SW,CLS0301501968AM-144P,15.03,DRAKE-AM,26,13260
W49A050,2024-09-11,AMJK,SW,CLS0381501476AM-144P,15.03,DRAKE-AM,2,970
W49A050,2024-09-11,AMJK,SW,EPB0701976000AM-40,15.03,DRAKE-AM,4,5296
W49A050,2024-09-11,AMJK,SW,EPB0802006000AM-40,15.03,DRAKE-AM,1,1536
W49A050,2024-09-11,AMJK,SW,HCB0901801500AM-48,15.03,DRAKE-AM,1,1866
W49A050,2024-09-11,AMJK,SW,HSB0671801000S572-32,15.03,DRAKE-AM,4,2468
W49A050,2024-09-11,AMJK,SW,PSB0301701968AM-84P,15.03,DRAKE-AM,15,5055
W49A051,2024-09-06,AMJK,SW,EHO0632005000AM-50,25.18,CWF-IP,5,6300
W49A055,2024-09-19,AMJK,SW,ELB0901975000AM-40,5.38,CAL-AM,28,39704
W49A056,2024-09-16,AMJK,SW,EPB0801976000AM-40,5.54,PDI-AM,7,10591
W49A056,2024-09-16,AMJK,SW,HCB0801201500AM-60,5.54,PDI-AM,9,12438
W49A058,2024-09-11,AMJK,SW,ELB1001974500AM-40,9.28,GILTNER-AM,26,36868
W49A061,2024-09-18,AMJK,SW,EMB0501979000AM-40,5.85,SAIA-IP,2,2836
W49A062,2024-10-09,AMJK,SW,EMB0501979000AM-40,5.85,SAIA-IP,2,2836
W49A065,2024-09-26,AMJK,SW,AML-29539-LC,23.84,SAIA-IP,7,5796
W49A081,2024-09-09,AMJK,SW,EPB1151973500AM-40,12.28,GILTNER-AM,1,1269
W49A081,2024-09-09,AMJK,SW,EUB0802005000AM-40,12.28,GILTNER-AM,10,12800
W49A081,2024-09-09,AMJK,SW,HLP115280450AM-80,12.28,GILTNER-AM,10,9350
W49A081,2024-09-09,AMJK,SW,PSB0301701968AM-84P,12.28,GILTNER-AM,10,3370
W49A084,2024-09-12,AMJK,SW,ELB0602004208A372-60,8.48,PDI-AM,4,4848
W49A084,2024-09-12,AMJK,SW,ELB0602004208A372-60S3,8.48,PDI-AM,4,4848
W49A086,2024-09-12,AMJK,SW,EHB1151973500AM-40,4.13,SAIA-IP,3,3807
W49A086,2024-09-12,AMJK,SW,EPB0801975000AM-40,4.13,SAIA-IP,4,5044
W49A087,2024-10-14,AMJK,SW,EHB0601977500AM-40EX,0,CPU,20,28360
W49A087,2024-10-14,AMJK,SW,ELB0511979000AM-40EX,0,CPU,2,2894
W49A089,2024-09-18,AMJK,SW,EMB04229511000AM-20,13.84,SAIA-IP,3,3270
W49A090,2024-09-09,AMJK,SW,ETL0802005000AM-40,28.83,SAIA-IP,1,1280
W49A093,2024-10-30,AMJK,SW,AM1-19763,6.54,PDI-AM,6,7146
W49A093,2024-10-30,AMJK,SW,EHB0551978000AM-40,6.54,PDI-AM,1,1387
W49A093,2024-10-30,AMJK,SW,EHB0631975000AM-50,6.54,PDI-AM,3,3723
W49A093,2024-10-30,AMJK,SW,EHB0801976000AM-40,6.54,PDI-AM,1,1513
W49A093,2024-10-30,AMJK,SW,EPB0701976500AM-40,6.54,PDI-AM,1,1434
W49A093,2024-10-30,AMJK,SW,EPB0802006000AM-40,6.54,PDI-AM,1,1536
W49A093,2024-10-30,AMJK,SW,EUH0802955000AM-206%,6.54,PDI-AM,15,14160
W49A093,2024-10-30,AMJK,SW,HSB0631801500AM-64,6.54,PDI-AM,1,1742
W49A093,2024-10-30,AMJK,SW,PSB0301501476AM-168P,6.54,PDI-AM,2,892
W49A093,2024-10-30,AMJK,SW,PSB0301501476AM-36,6.54,PDI-AM,2,766
W49A093,2024-10-30,AMJK,SW,PSB0381501476AM-36,6.54,PDI-AM,1,485
W49A095,2024-10-09,AMJK,SW,PSB0331701476AM-48,6.82,SAIA-IP,6,3816
W49A098,2024-09-18,AMJK,SW,AM1-19739,14,PDI-AM,1,1106
W49A098,2024-09-18,AMJK,SW,AM1-19763,14,PDI-AM,3,3573
W49A098,2024-09-18,AMJK,SW,ELB0801975000AM-40,14,PDI-AM,2,2522
W49A098,2024-09-18,AMJK,SW,HCB0801801500AM-48,14,PDI-AM,1,1659
W49A098,2024-09-18,AMJK,SW,HSB0631801500AM-64,14,PDI-AM,1,1742
W49A098,2024-09-18,AMJK,SW,PSB0301501476AM-36,14,PDI-AM,3,1149
W49A098,2024-09-18,AMJK,SW,PSB0301701968AM-84P,14,PDI-AM,20,6740
W49A099,2024-09-24,AMJK,SW,ELB0511976700I212-50,6.2,CAL-AM,13,17498
W49A099,2024-09-24,AMJK,SW,ELB0801975000AM-40,6.2,CAL-AM,10,12610
W49A099,2024-09-24,AMJK,SW,ELB0901975000AM-40,6.2,CAL-AM,3,4254
W49A099,2024-09-24,AMJK,SW,PSB0301501476AM-168P,6.2,CAL-AM,8,3568
W49A100,2024-09-11,AMJK,SW,PSB0331501476M530-36,34.95,SAIA-IP,6,2526
W49A101,2024-09-06,AMJK,SW,PSB0331501476M530-36,15,SAIA-IP,5,2105
W49A102,2024-09-09,AMJK,SW,PSB0301501476M530-36,16.91,SAIA-IP,2,766
W49A106,2024-09-06,AMJK,SW,EHB0631977250M530-40,13.06,SAIA-IP,2,2880
W49A107,2024-09-10,AMJK,SW,PSB0301501476AM-36,43.93,SAIA-IP,2,766
W49A109,2024-09-06,AMJK,SW,HSB0511601500M530-64,18.93,SAIA-IP,1,1253
W49A113,2024-09-11,AMJK,SW,EHB0631975000AM-50,10.7,GILTNER-AM,4,4964
W49A113,2024-09-11,AMJK,SW,EHB0631977500AM-40,10.7,GILTNER-AM,3,4467
W49A113,2024-09-11,AMJK,SW,EHB0801976000AM-40,10.7,GILTNER-AM,2,3026
W49A113,2024-09-11,AMJK,SW,ELB0631977500AM-40,10.7,GILTNER-AM,10,14890
W49A113,2024-09-11,AMJK,SW,ELB1001974500AM-40,10.7,GILTNER-AM,2,2836
W49A113,2024-09-11,AMJK,SW,HLP100400450AM-64,10.7,GILTNER-AM,3,2847
W49A113,2024-09-11,AMJK,SW,HLP140400450AM-64,10.7,GILTNER-AM,1,1305
W49A113,2024-09-11,AMJK,SW,PSB0301501476AM-36,10.7,GILTNER-AM,2,766
W49A114,2024-09-20,AMJK,SW,EHB0631977500AM-40,12.91,PDI-AM,3,4467
W49A114,2024-09-20,AMJK,SW,EHB1501973000GN-40,12.91,PDI-AM,8,11344
W49A114,2024-09-20,AMJK,SW,ELB0511979000N297-40,12.91,PDI-AM,6,8682
W49A114,2024-09-20,AMJK,SW,EMB04219711000AM-40,12.91,PDI-AM,1,1456
W49A114,2024-09-20,AMJK,SW,PSB0301501476AM-36,12.91,PDI-AM,10,3830
W49A117,2024-09-06,AMJK,SW,ETR0802005000AM-40,21.68,CWF-IP,1,1280
W49A119,2024-09-06,AMJK,SW,AM1-29563,9.51,GILTNER-AM,4,3568
W49A119,2024-09-06,AMJK,SW,EHB0631975000AM-50,9.51,GILTNER-AM,6,7446
W49A119,2024-09-06,AMJK,SW,EHB0801975000AM-40,9.51,GILTNER-AM,1,1261
W49A119,2024-09-06,AMJK,SW,EHB0901975000AM-40,9.51,GILTNER-AM,1,1418
W49A119,2024-09-06,AMJK,SW,ELB0471979000AM-40,9.51,GILTNER-AM,2,2666
W49A119,2024-09-06,AMJK,SW,ELB0632957500AM-20,9.51,GILTNER-AM,10,11150
W49A119,2024-09-06,AMJK,SW,HLP100400450AM-64,9.51,GILTNER-AM,2,1898
W49A119,2024-09-06,AMJK,SW,HSB0631101500AM-80,9.51,GILTNER-AM,1,1331
W49A119,2024-09-06,AMJK,SW,HTK0801801500AM-48,9.51,GILTNER-AM,2,3318
W49A121,2024-09-25,AMJK,SW,CLS0301501968AM-144P,22.51,SAIA-IP,9,4590
W49A123,2024-09-10,AMJK,SW,EHB0632957250AM-20,5.57,AAL-AM,30,32340
W49A124,2024-09-10,AMJK,SW,EHB0801976000AM-40,10.76,GILTNER-AM,10,15130
W49A124,2024-09-10,AMJK,SW,EHB0901975000AM-40,10.76,GILTNER-AM,2,2836
W49A124,2024-09-10,AMJK,SW,ELB0511979000AM-40,10.76,GILTNER-AM,5,7235
W49A124,2024-09-10,AMJK,SW,ELB0631977500AM-40,10.76,GILTNER-AM,1,1489
W49A124,2024-09-10,AMJK,SW,HCB0801801500AM-48,10.76,GILTNER-AM,8,13272
W49A125,2024-09-06,AMJK,SW,EHB0801975000AM-40,5.38,CAL-AM,8,10088
W49A125,2024-09-06,AMJK,SW,HCB0801801500AM-48,5.38,CAL-AM,12,19908
W49A125,2024-09-06,AMJK,SW,HCB1201801000AM-48,5.38,CAL-AM,1,1659
W49A125,2024-09-06,AMJK,SW,HLP100400450AM-64,5.38,CAL-AM,4,3796
W49A132,2024-09-12,AMJK,SW,EHB0801975000AM-40,16.69,SAIA-IP,2,2522
W49A132,2024-09-12,AMJK,SW,HCB0571801500ENV-64,16.69,SAIA-IP,2,3152
W49A133,2024-09-13,AMJK,SW,EHB0631975000AM-50,8.97,PDI-AM,6,7446
W49A133,2024-09-13,AMJK,SW,ELB0901975000AM-40,8.97,PDI-AM,6,8508
W49A133,2024-09-13,AMJK,SW,HLP115400450AM-64,8.97,PDI-AM,4,4272
W49A133,2024-09-13,AMJK,SW,PSB0331701968AM-84P,8.97,PDI-AM,10,3710
W49A134,2024-10-08,AMJK,SW,CLV04530012000AM-16,7.86,GILTNER-AM,21,21777
W49A134,2024-10-08,AMJK,SW,CLV05130012000AM-16,7.86,GILTNER-AM,6,7050
W49A134,2024-10-08,AMJK,SW,ELB0511979000N297-40,7.86,GILTNER-AM,2,2894
W49A134,2024-10-08,AMJK,SW,ELB0551976000N297-50,7.86,GILTNER-AM,2,2600
W49A134,2024-10-08,AMJK,SW,EPB0752005000N297-40,7.86,GILTNER-AM,1,1200
W49A134,2024-10-08,AMJK,SW,EPB0802006000N297-40,7.86,GILTNER-AM,3,4608
W49A135,2024-10-14,AMJK,SW,HCB0701201500AM-60,13.69,SAIA-IP,2,2420
W49A138,2024-09-17,AMJK,SW,ELB0401979000AM-40,9.32,GILTNER-AM,1,1135
W49A138,2024-09-17,AMJK,SW,EMB04219711000AM-40,9.32,GILTNER-AM,8,11648
W49A138,2024-09-17,AMJK,SW,HCB0801801500AM-96P,9.32,GILTNER-AM,10,8290
W49A138,2024-09-17,AMJK,SW,PSB0251701968AM-84P,9.32,GILTNER-AM,2,562
W49A138,2024-09-17,AMJK,SW,PSB0301301968ENV-126P,9.32,GILTNER-AM,12,4644
W49A138,2024-09-17,AMJK,SW,PSB0301501968AM-126P,9.32,GILTNER-AM,6,2676
W49A138,2024-09-17,AMJK,SW,PSB0301701476AM-112P,9.32,GILTNER-AM,6,2022
W49A147,2024-09-25,AMJK,SW,PSB0331701476AM-48,16.32,SAIA-IP,2,1272
W49A149,2024-09-06,AMJK,SW,EHK0632005000AM-50,8.63,CHARGER-AM,1,1260
W49A149,2024-09-06,AMJK,SW,ELB0452006800W120-50,8.63,CHARGER-AM,2,2448
W49A149,2024-09-06,AMJK,SW,ELB0551976000GN-50,8.63,CHARGER-AM,1,1300
W49A149,2024-09-06,AMJK,SW,ELB0552956000GN-25,8.63,CHARGER-AM,5,4870
W49A149,2024-09-06,AMJK,SW,ETR0802005000AM-40,8.63,CHARGER-AM,1,1280
W49A149,2024-09-06,AMJK,SW,EXB0502006800W120-50,8.63,CHARGER-AM,6,8160
W49A149,2024-09-06,AMJK,SW,HCB0651401500W120-48,8.63,CHARGER-AM,1,1048
W49A149,2024-09-06,AMJK,SW,HCB0801801500W120-36,8.63,CHARGER-AM,4,4976
W49A149,2024-09-06,AMJK,SW,HLB0401201476W120-80,8.63,CHARGER-AM,2,1814
W49A149,2024-09-06,AMJK,SW,HLB0471301476W120-48,8.63,CHARGER-AM,3,2079
W49A149,2024-09-06,AMJK,SW,HLP100400450W120-64,8.63,CHARGER-AM,1,949
W49A149,2024-09-06,AMJK,SW,HLP120400450W120-64,8.63,CHARGER-AM,2,2230
W49A149,2024-09-06,AMJK,SW,HLP120450450W120-64,8.63,CHARGER-AM,3,3771
